"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"	"log10_Adjusted"	"ONTOLOGY"
"GOBP_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM"	"GOBP_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM"	"PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM"	"13/1238"	"50/17872"	2.51554457666868e-05	0.000648976594443016	0.000529134832293202	"HM13/BCAP31/UBAC2/HSP90B1/VCP/SEC61B/LMAN1/SAR1A/SURF4/FAF2/ERLEC1/TMED9/PREB"	13	3.27643364845697	"BP"
"GOBP_DNA_BIOSYNTHETIC_PROCESS"	"GOBP_DNA_BIOSYNTHETIC_PROCESS"	"DNA_BIOSYNTHETIC_PROCESS"	"30/1238"	"193/17872"	2.527514800809e-05	0.000648976594443016	0.000529134832293202	"TNKS1BP1/PTGES3/KAT7/MEN1/ING4/CCT3/CCT4/DKC1/PARN/HNRNPC/HSP90AB1/SRC/XRCC5/TCP1/RFC4/RFC1/CCT5/LIG3/VCP/HNRNPU/EXOSC10/MAPK1/CCT8/CCT7/CCT6A/PCNA/PHB/RAD50/NAT10/GAR1"	30	3.27643364845697	"BP"
"GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING"	"GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING"	"POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING"	"11/1238"	"37/17872"	2.6905668634669e-05	0.000686802594095499	0.000559975781186925	"CCT3/CCT4/DKC1/PARN/XRCC5/TCP1/CCT5/MAPK1/CCT8/CCT7/CCT6A"	11	3.25183075571581	"BP"
"GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_CELLULAR_PROTEIN_CATABOLIC_PROCESS"	"GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_CELLULAR_PROTEIN_CATABOLIC_PROCESS"	"NEGATIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_CELLULAR_PROTEIN_CATABOLIC_PROCESS"	"15/1238"	"65/17872"	2.87548103551601e-05	0.000729736902327174	0.000594981724668276	"DDRGK1/RPS7/RPL5/OGT/USP14/CCAR2/UBXN1/WNT1/HSP90AB1/CSNK2A2/BAG6/PSMF1/CSNK2A1/USP7/RYBP"	15	3.22549637376324	"BP"
"GOBP_REGULATION_OF_MRNA_POLYADENYLATION"	"GOBP_REGULATION_OF_MRNA_POLYADENYLATION"	"REGULATION_OF_MRNA_POLYADENYLATION"	"8/1238"	"20/17872"	3.07488310747092e-05	0.000773182254981151	0.000630404341735401	"NUDT21/SNRPA/CPSF6/YTHDC1/NCBP2/RNF20/ZC3H14/CPSF7"	8	3.20038080442517	"BP"
"GOBP_PROTEIN_EXPORT_FROM_NUCLEUS"	"GOBP_PROTEIN_EXPORT_FROM_NUCLEUS"	"PROTEIN_EXPORT_FROM_NUCLEUS"	"14/1238"	"58/17872"	3.08210108514823e-05	0.000773182254981151	0.000630404341735401	"CDK5/CSE1L/CALR/XPO5/PRKACA/RAN/TXN/XPO1/GSK3B/CTDSPL2/ANP32B/CHP1/RBM22/NXT1"	14	3.20038080442517	"BP"
"GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS"	"GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS"	"POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS"	"16/1238"	"73/17872"	3.11734510126493e-05	0.000777554935258366	0.000633969551120404	"PTGES3/CCT3/CCT4/DKC1/PARN/HSP90AB1/SRC/XRCC5/TCP1/RFC4/CCT5/MAPK1/CCT8/CCT7/CCT6A/PCNA"	16	3.19793160031692	"BP"
"GOBP_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN"	"GOBP_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN"	"RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN"	"26/1238"	"158/17872"	3.17443821863788e-05	0.000787296751383769	0.000641912417297528	"COPS5/DDRGK1/ERMP1/QRICH1/UGGT1/HSPA8/TRAM1/NCK2/UFL1/HSP90AB1/CLU/PTPN1/DNAJB1/HSPA4/BAG6/SERPINH1/VCP/BAX/HSPA13/CUL3/EIF2S1/VAPB/STT3B/HSPH1/FAF2/ERLEC1"	26	3.19252422314477	"BP"
"GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS"	"GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS"	"REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS"	"27/1238"	"168/17872"	3.4702211117089e-05	0.000855791816531603	0.000697758999624609	"DDRGK1/USP5/BCAP31/RPS7/RPL5/OGT/USP14/BAG2/CCAR2/UBXN1/SUMO1/XPO1/CCDC22/UFL1/WNT1/HSP90AB1/CLU/CSNK2A2/BAG6/CSNK1E/GSK3B/VCP/CSNK2A1/USP7/RYBP/GLMN/HSPBP1"	27	3.15629455331715	"BP"
"GOBP_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC"	"GOBP_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC"	"REGULATION_OF_GENE_EXPRESSION_EPIGENETIC"	"24/1238"	"141/17872"	3.59533140635567e-05	0.000881664134199018	0.000718853665575904	"SIN3A/CBX3/MTA1/CTBP1/BAZ2A/YTHDC1/KDM1A/MBD3/CTCF/MECP2/HMGA2/HNRNPU/EXOSC10/TRIM28/HDAC1/GPX1/CENPV/PPHLN1/GLMN/RBM15/MPHOSPH8/MBD2/CGGBP1/DNMT3A"	24	3.14335950836678	"BP"
"GOBP_POSITIVE_REGULATION_OF_ATP_DEPENDENT_ACTIVITY"	"GOBP_POSITIVE_REGULATION_OF_ATP_DEPENDENT_ACTIVITY"	"POSITIVE_REGULATION_OF_ATP_DEPENDENT_ACTIVITY"	"12/1238"	"45/17872"	3.90484789194936e-05	0.00095221570102564	0.000776376990454619	"UHRF1/TPM1/MSH6/PFN2/SUMO1/MYL4/PFN1/DNAJB1/MSH2/DNM2/HNRNPU/CHTOP"	12	3.10992734431236	"BP"
"GOBP_ACTIN_FILAMENT_BASED_MOVEMENT"	"GOBP_ACTIN_FILAMENT_BASED_MOVEMENT"	"ACTIN_FILAMENT_BASED_MOVEMENT"	"23/1238"	"133/17872"	4.01148847836144e-05	0.00097278595600265	0.000793148686861991	"TPM1/ACTN4/JUP/MYO6/MYH9/CACNA2D1/MYO1C/SUMO1/MYO1D/ATP1A1/MYH3/DSP/ATP2A2/MYH10/CAMK2D/DSG2/MYO1E/VIL1/MYH14/PKP2/PARVA/LIMCH1/MYO5A"	23	3.10064539044951	"BP"
"GOBP_VIRAL_GENE_EXPRESSION"	"GOBP_VIRAL_GENE_EXPRESSION"	"VIRAL_GENE_EXPRESSION"	"19/1238"	"99/17872"	4.25625068712879e-05	0.00102643835631586	0.000836893490734657	"CHD1/MOGS/LARP7/EIF3F/EIF3L/EIF3B/SSB/USF2/EIF3D/CANX/GSK3B/HMGA2/SPCS3/TARDBP/HDAC1/EIF3A/RSF1/SMARCB1/PSMC3"	19	3.07732981002293	"BP"
"GOBP_EPITHELIAL_CELL_DEVELOPMENT"	"GOBP_EPITHELIAL_CELL_DEVELOPMENT"	"EPITHELIAL_CELL_DEVELOPMENT"	"31/1238"	"208/17872"	4.29960102346676e-05	0.00103119552018859	0.000840772183941071	"TJP1/PLEC/RAP1A/WNT5A/CDH2/RAB1A/RAP1B/NPHS1/FLNB/SRC/AKR1B1/ADD1/COL18A1/RFX3/FASN/GSK3B/HSD17B4/LAMB2/MYO1E/RAB13/GSTM3/CLIC4/RAB1B/EZR/RHEB/CLDN3/GPX1/PALLD/EPHA2/NPHS2/RAP2C"	31	3.07532166491598	"BP"
"GOBP_CHROMOSOME_SEGREGATION"	"GOBP_CHROMOSOME_SEGREGATION"	"CHROMOSOME_SEGREGATION"	"45/1238"	"350/17872"	4.37093447384648e-05	0.00104257535400764	0.000850050587062119	"TTN/DDX3X/SMC1A/AKAP8L/PPP2R1A/USP9X/RCC2/VPS4B/ZW10/KPNB1/CIAO1/RAN/PUM1/PHB2/PDS5A/UBE2I/VPS4A/ZNF207/BUB3/SUN1/CSNK2A2/BAG6/CTCF/CDC42/ACTR3/HNRNPU/TOP2B/CENPC/DCTN2/DYNC1H1/NUMA1/CUL3/EHMT2/CSNK2A1/FEN1/NIPBL/SMC5/NUP37/SEH1L/NDC1/RACGAP1/PDS5B/SMC3/DYNC1LI1/MAU2"	45	3.07055522837017	"BP"
"GOBP_REGULATION_OF_HISTONE_MODIFICATION"	"GOBP_REGULATION_OF_HISTONE_MODIFICATION"	"REGULATION_OF_HISTONE_MODIFICATION"	"28/1238"	"180/17872"	4.58232377923871e-05	0.00108705670089005	0.000886317888879066	"HCFC1/SART3/AKAP8L/KMT2A/DNMT3B/OGT/SIN3A/KAT7/OTUB1/UBE2N/CTBP1/KDM1A/BRD4/ZMPSTE24/LMNA/KDM5A/CTCF/MECP2/CAMK2D/TTLL12/GLYR1/EHMT2/RNF20/NIPBL/SUPT6H/SMARCB1/RUVBL2/CHTOP"	28	3.05241048508238	"BP"
"GOBP_TRANSCYTOSIS"	"GOBP_TRANSCYTOSIS"	"TRANSCYTOSIS"	"8/1238"	"21/17872"	4.66608517746785e-05	0.00109969318229235	0.000896620883663216	"USO1/SRC/RAB5A/CLTC/LRP1/RAB11B/LRP2/VPS35"	8	3.04739114997383	"BP"
"GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION"	"GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION"	"NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION"	"45/1238"	"351/17872"	4.68597782145195e-05	0.00109969318229235	0.000896620883663216	"TJP1/RAB7A/ARHGEF2/MAP4/ZW10/CAPZB/MCM2/GHITM/PARP1/PFN2/TWF2/ZNF207/BUB3/CLASP2/SEC22B/LMNA/TUBB4A/NPM1/PFN1/HNRNPC/CLU/SRC/CTNNA2/ADD1/MAP1B/DNM2/HNRNPU/EXOSC10/CGNL1/TWF1/DYRK1A/MAPRE1/VIL1/LIMA1/EHMT2/XRCC1/GPX1/CLASP1/HUWE1/SCFD1/RAD50/VAT1/NAT10/CORO2B/DYNC1LI1"	45	3.04739114997383	"BP"
"GOBP_DNA_LIGATION"	"GOBP_DNA_LIGATION"	"DNA_LIGATION"	"7/1238"	"16/17872"	4.93540016644688e-05	0.00115203324740859	0.000939295691683474	"MGMT/NHEJ1/XRCC6/LIG3/XRCC1/HMGB1/TFIP11"	7	3.02719766966	"BP"
"GOBP_PROTEIN_METHYLATION"	"GOBP_PROTEIN_METHYLATION"	"PROTEIN_METHYLATION"	"30/1238"	"200/17872"	5.0235603535212e-05	0.00116637451825107	0.000950988664907904	"HCFC1/PCMT1/KMT2A/DNMT3B/OGT/CARM1/MEN1/FBLL1/RBBP5/ETF1/ASH2L/KDM1A/BRD4/LMNA/SNRPB/GSPT1/CTCF/MECP2/TTLL12/FAM98B/EHMT2/RNF20/RAB6A/WDR82/SUPT6H/FBL/SMARCB1/TRMT112/DNMT3A/CHTOP"	30	3.02182465950558	"BP"
"GOBP_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION"	"GOBP_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION"	"REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION"	"15/1238"	"68/17872"	5.05567533129308e-05	0.00116762025508435	0.000952004360629457	"RHOA/MMP14/RAC1/RCC2/SFRP1/DUSP3/ACTG1/BCAS3/CLASP2/SRC/COL16A1/MAPRE2/CLASP1/CORO1C/LIMCH1"	15	3.02136106233719	"BP"
"GOBP_MICROTUBULE_POLYMERIZATION"	"GOBP_MICROTUBULE_POLYMERIZATION"	"MICROTUBULE_POLYMERIZATION"	"17/1238"	"84/17872"	5.27734367757969e-05	0.00121240027119133	0.000988515178609248	"RAC1/ZNF207/CLASP2/TUBB4A/ARL3/MAP1B/MECP2/GOLGA2/PIN1/DYRK1A/CKAP5/DCTN1/NUMA1/MAPRE1/CLASP1/TPPP3/DRG1"	17	3.00501665772549	"BP"
"GOBP_CELL_SUBSTRATE_ADHESION"	"GOBP_CELL_SUBSTRATE_ADHESION"	"CELL_SUBSTRATE_ADHESION"	"46/1238"	"365/17872"	5.91412722205391e-05	0.00135157933634897	0.00110199306353068	"RHOA/CDK5/ACTN4/JUP/FN1/NID1/CALR/MMP14/MEN1/RAC1/RCC2/SFRP1/HSD17B12/DUSP3/RAB1A/LAMB1/ACTG1/BCAS3/LAMA5/CLASP2/COL1A1/COL3A1/WNT1/P4HB/RRAS/LAMC1/SRC/CRKL/GSK3B/DNM2/BCAM/LAMB2/CDC42/COL16A1/NID2/RSU1/CTTN/ARPC2/FREM1/CLASP1/COL26A1/PARVA/CORO1C/LIMCH1/CORO2B/EMILIN1"	46	2.95782113913199	"BP"
"GOBP_NEGATIVE_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS"	"GOBP_NEGATIVE_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS"	"NEGATIVE_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS"	"16/1238"	"77/17872"	6.2182974691944e-05	0.00141369106526216	0.00115263507364837	"DDRGK1/RPS7/RPL5/OGT/USP14/CCAR2/UBXN1/WNT1/HSP90AB1/CSNK2A2/BAG6/PSMF1/CSNK2A1/USP7/RYBP/VPS35"	16	2.93830816936321	"BP"
"GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT"	"GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT"	"POSITIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT"	"25/1238"	"155/17872"	6.28176761913869e-05	0.00142072101852541	0.00115836685684799	"CDK5/JUP/BCAP31/PCNT/PRKACA/RAN/MYO1C/UBE2L3/BCAS3/IPO5/HSP90AB1/CSNK2A2/GSK3B/NPEPPS/CDC42/CTDSPL2/ANK3/PRKAA1/TARDBP/TRIM28/ANP32B/SAR1A/HUWE1/CHP1/RBM22"	25	2.9361538769877	"BP"
"GOBP_DNA_UNWINDING_INVOLVED_IN_DNA_REPLICATION"	"GOBP_DNA_UNWINDING_INVOLVED_IN_DNA_REPLICATION"	"DNA_UNWINDING_INVOLVED_IN_DNA_REPLICATION"	"8/1238"	"22/17872"	6.8884287104984e-05	0.0015302847962837	0.00124769829293668	"MCM5/MCM7/MCM2/HMGA1/MCM4/RECQL/MCM6/MCM3"	8	2.90389041910366	"BP"
"GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS"	"GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS"	"NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS"	"20/1238"	"111/17872"	6.91170447230904e-05	0.0015302847962837	0.00124769829293668	"RHOA/ENO1/NME1/CTPS1/IMPDH2/SLC25A12/PARP1/RAN/CAD/ATP6V0C/GTPBP1/MT-CO2/ALDOA/VCP/SLC25A13/DTYMK/AK1/ADK/CTPS2/RAB23"	20	2.90389041910366	"BP"
"GOBP_INTRA_GOLGI_VESICLE_MEDIATED_TRANSPORT"	"GOBP_INTRA_GOLGI_VESICLE_MEDIATED_TRANSPORT"	"INTRA_GOLGI_VESICLE_MEDIATED_TRANSPORT"	"10/1238"	"34/17872"	6.92009894271907e-05	0.0015302847962837	0.00124769829293668	"COPG2/COPB2/GOSR2/NSF/COPB1/COPA/NAPA/RAB6A/COPE/COPG1"	10	2.90389041910366	"BP"
"GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS"	"GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS"	"RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS"	"10/1238"	"34/17872"	6.92009894271907e-05	0.0015302847962837	0.00124769829293668	"IMPDH2/PFAS/PRPS1/GMPS/UMPS/CAD/APRT/PAICS/GART/ADK"	10	2.90389041910366	"BP"
"GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_BREAK_INDUCED_REPLICATION"	"GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_BREAK_INDUCED_REPLICATION"	"DOUBLE_STRAND_BREAK_REPAIR_VIA_BREAK_INDUCED_REPLICATION"	"6/1238"	"12/17872"	7.01161418686689e-05	0.0015302847962837	0.00124769829293668	"MCM5/MCM7/MCM2/MCM4/MCM6/MCM3"	6	2.90389041910366	"BP"
"GOBP_PROTEIN_FOLDING_IN_ENDOPLASMIC_RETICULUM"	"GOBP_PROTEIN_FOLDING_IN_ENDOPLASMIC_RETICULUM"	"PROTEIN_FOLDING_IN_ENDOPLASMIC_RETICULUM"	"6/1238"	"12/17872"	7.01161418686689e-05	0.0015302847962837	0.00124769829293668	"CALR/VAPA/P4HB/HSP90B1/CANX/PDIA3"	6	2.90389041910366	"BP"
"GOBP_REGULATION_OF_RNA_EXPORT_FROM_NUCLEUS"	"GOBP_REGULATION_OF_RNA_EXPORT_FROM_NUCLEUS"	"REGULATION_OF_RNA_EXPORT_FROM_NUCLEUS"	"6/1238"	"12/17872"	7.01161418686689e-05	0.0015302847962837	0.00124769829293668	"AKAP8L/CPSF6/NUP153/NCBP2/NSUN2/SUPT6H"	6	2.90389041910366	"BP"
"GOBP_REGULATION_OF_CELL_MORPHOGENESIS"	"GOBP_REGULATION_OF_CELL_MORPHOGENESIS"	"REGULATION_OF_CELL_MORPHOGENESIS"	"40/1238"	"305/17872"	7.34909675177843e-05	0.00159521829897179	0.00130064100050006	"RHOA/TPM1/ACTN4/ARHGAP35/FN1/PAFAH1B1/CALR/MYH9/PRPF40A/RAC1/RCC2/CAPZB/WNT5A/GNA13/FMNL2/PLXNB2/WDR1/ZMPSTE24/ALDOA/ANXA1/P4HB/RHOC/SRC/MYH10/CRKL/DNM2/CDC42/PRKDC/VIL1/ARPC2/EZR/CLDN3/CYFIP1/MYH14/PHIP/MOV10/PARVA/DBNL/RAB21/CORO1C"	40	2.88584255971589	"BP"
"GOBP_REGULATION_OF_CYTOPLASMIC_TRANSLATION"	"GOBP_REGULATION_OF_CYTOPLASMIC_TRANSLATION"	"REGULATION_OF_CYTOPLASMIC_TRANSLATION"	"9/1238"	"28/17872"	7.38222443052236e-05	0.00159521829897179	0.00130064100050006	"CNBP/SYNCRIP/YTHDF2/PABPC1/PKM/YBX3/HNRNPU/LIN28A/IGF2BP1"	9	2.88584255971589	"BP"
"GOBP_SPINDLE_LOCALIZATION"	"GOBP_SPINDLE_LOCALIZATION"	"SPINDLE_LOCALIZATION"	"13/1238"	"55/17872"	7.43786238693806e-05	0.00159932361177264	0.00130398821520548	"PAFAH1B1/MAP4/MYH9/ZW10/KPNB1/CLASP2/ACTR3/DCTN1/DYNC1H1/NUMA1/LLGL1/NSFL1C/CLASP1"	13	2.88472633352309	"BP"
"GOBP_POSITIVE_REGULATION_OF_HISTONE_MODIFICATION"	"GOBP_POSITIVE_REGULATION_OF_HISTONE_MODIFICATION"	"POSITIVE_REGULATION_OF_HISTONE_MODIFICATION"	"19/1238"	"103/17872"	7.48776312536311e-05	0.00160216108050049	0.00130630170933192	"HCFC1/SART3/AKAP8L/KMT2A/DNMT3B/OGT/KAT7/UBE2N/CTBP1/KDM1A/BRD4/LMNA/MECP2/GLYR1/RNF20/NIPBL/SMARCB1/RUVBL2/CHTOP"	19	2.88395650486408	"BP"
"GOBP_MRNA_CIS_SPLICING_VIA_SPLICEOSOME"	"GOBP_MRNA_CIS_SPLICING_VIA_SPLICEOSOME"	"MRNA_CIS_SPLICING_VIA_SPLICEOSOME"	"11/1238"	"41/17872"	7.69209112446316e-05	0.0016299018329263	0.00132891977985743	"PRPF40A/WBP11/PRPF4B/SRSF1/SART1/NCBP2/SF3A1/SNRPC/RBM17/SRSF12/RBM22"	11	2.87650123441977	"BP"
"GOBP_REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER"	"GOBP_REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER"	"REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER"	"11/1238"	"41/17872"	7.69209112446316e-05	0.0016299018329263	0.00132891977985743	"TCERG1/LARP7/BRD4/HNRNPU/WDR43/ZMYND11/GTF2F1/CDC73/SUPT6H/SUPT16H/NELFCD"	11	2.87650123441977	"BP"
"GOBP_RNA_POLYADENYLATION"	"GOBP_RNA_POLYADENYLATION"	"RNA_POLYADENYLATION"	"12/1238"	"48/17872"	7.7947900702997e-05	0.00164368399308494	0.0013401568892796	"NUDT21/SNRPA/CPSF6/PAPOLA/YTHDC1/PABPC1/NCBP2/CPSF3/RNF20/CDC73/ZC3H14/CPSF7"	12	2.87284435673969	"BP"
"GOBP_CEREBRAL_CORTEX_DEVELOPMENT"	"GOBP_CEREBRAL_CORTEX_DEVELOPMENT"	"CEREBRAL_CORTEX_DEVELOPMENT"	"20/1238"	"112/17872"	7.87545418347417e-05	0.00165270949571465	0.00134751571833635	"RHOA/CDK5/PAFAH1B1/CCDC85C/NEFL/MBOAT7/CDH2/CEP120/LAMB1/KDM1A/SUN1/COL3A1/CSNK2A2/CRKL/GSK3B/BAX/GART/PPP1R9B/XAB2/RTN4"	20	2.87046616020658	"BP"
"GOBP_AXON_EXTENSION"	"GOBP_AXON_EXTENSION"	"AXON_EXTENSION"	"21/1238"	"121/17872"	8.10064111018867e-05	0.00169183246152984	0.00137941413213538	"CDK5/APOE/GDI1/DPYSL2/FN1/PAFAH1B1/USP9X/SIN3A/WNT5A/TWF2/HSP90AB1/MAP1B/GSK3B/DNM2/LAMB2/EIF4G2/CTTN/CYFIP1/RTN4/DBNL/RAB21"	21	2.86030532896548	"BP"
"GOBP_MRNA_3_END_PROCESSING"	"GOBP_MRNA_3_END_PROCESSING"	"MRNA_3_END_PROCESSING"	"14/1238"	"63/17872"	8.20347004084247e-05	0.00169791620223171	0.00138437443292829	"NUDT21/SNRPA/CSTF1/CPSF6/PAPOLA/YTHDC1/PABPC1/NCBP2/CPSF3/RNF20/CDC73/ZC3H14/CPSF7/RPRD1A"	14	2.85874642999384	"BP"
"GOBP_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL"	"GOBP_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL"	"REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL"	"34/1238"	"245/17872"	8.20756743805017e-05	0.00169791620223171	0.00138437443292829	"CDK5/RPS7/RPL5/DDX3X/SART3/OGT/AIMP2/UBA2/BAG2/DCUN1D1/OTUB1/UBXN1/SKP1/MTA1/UBE2N/UBE2I/UBE2L3/BUB3/KDM1A/UFL1/HSP90AB1/VCP/FKBP1A/PIN1/RELA/PDCD6/CUL3/RNF20/NXN/TOLLIP/HUWE1/GLMN/CHP1/HSPBP1"	34	2.85874642999384	"BP"
"GOBP_LAMELLIPODIUM_ASSEMBLY"	"GOBP_LAMELLIPODIUM_ASSEMBLY"	"LAMELLIPODIUM_ASSEMBLY"	"15/1238"	"71/17872"	8.56888178822132e-05	0.0017643004247918	0.00143849996653308	"FSCN1/NCKAP1/RAC1/CAPZB/TWF2/NCK2/WNT1/DNM2/CDC42/ACTR3/TWF1/ARPC2/CYFIP1/EPHA2/NUP85"	15	2.84209014387758	"BP"
"GOBP_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS"	"GOBP_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS"	"PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS"	"50/1238"	"414/17872"	8.6396013711838e-05	0.0017705098584609	0.00144356274949209	"ALDOC/RHOA/ENO1/NUDT3/NME1/HINT1/OGT/IMPDH2/PFAS/PRPS1/SLC25A12/PGM1/GMPS/HSD17B12/PARP1/RAN/MVK/ATP6V0C/APRT/OARD1/ADCY1/ACOT7/GTPBP1/PAPSS1/KDM1A/LDHA/MT-CO2/ALDOA/PKM/HK1/PAICS/SULT1E1/SULT1A1/HSD17B4/MVD/VCP/EIF6/FOXK1/ACACA/PRKAA1/GART/SLC25A13/PMVK/AK1/PGAM1/ADK/DCAKD/EPHA2/TECR/RAB23"	50	2.84056433324786	"BP"
"GOBP_REGULATION_OF_PROTEIN_BINDING"	"GOBP_REGULATION_OF_PROTEIN_BINDING"	"REGULATION_OF_PROTEIN_BINDING"	"29/1238"	"197/17872"	9.37891608255104e-05	0.00191303592057641	0.00155976956591761	"CDK5/DHRS7B/APOE/STK3/MEN1/PRKACA/BAG2/WNT5A/RAN/KDM1A/HSP90AB1/RALB/SRC/ATP2A2/ADD1/NES/CSNK1E/GSK3B/CDC42/FKBP1A/BAX/LRP1/GOLGA2/PIN1/CRMP1/MAPRE1/GTF2F1/TFIP11/PPP2CB"	29	2.80693955782662	"BP"
"GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION"	"GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION"	"PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION"	"11/1238"	"42/17872"	9.77484539202337e-05	0.0019845209365666	0.00161805396672857	"FKBP8/AIP/NKTR/RANBP2/FKBP1A/FKBP3/PIN1/FKBP2/PPID/CWC27/FKBP10"	11	2.79100699751882	"BP"
"GOBP_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION"	"GOBP_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION"	"POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION"	"43/1238"	"341/17872"	0.000100344737487505	0.00202157245616696	0.00164826345313812	"APOE/GDI1/SCARB2/ARHGAP35/FSCN1/FN1/PAFAH1B1/NCKAP1/RAC1/RAP1A/EHD1/NEFL/WNT5A/CEP120/TWF2/RAB8B/BCAS3/AGRN/PLXNB2/KDM1A/SNX3/WNT1/PFN1/RALA/SRC/CRABP2/MAP1B/GSK3B/DNM2/CDC42/ACTR3/EIF4G2/TWF1/PTK7/VIL1/ARPC2/CROCC/DPYSL3/CYFIP1/DDX56/DBNL/RAB21/CORO1C"	43	2.78297337085512	"BP"
"GOBP_NEGATIVE_REGULATION_OF_MRNA_PROCESSING"	"GOBP_NEGATIVE_REGULATION_OF_MRNA_PROCESSING"	"NEGATIVE_REGULATION_OF_MRNA_PROCESSING"	"9/1238"	"29/17872"	0.000100499707442894	0.00202157245616696	0.00164826345313812	"SRSF4/RBM42/SAP18/DYRK1A/RNPS1/SRSF10/RNF20/ZC3H14/SRSF12"	9	2.78297337085512	"BP"
